ticker,cluster_date,n_insiders,has_ceo,has_cfo,dd_52w,abnormal_5d
ROIV,2022-04-26,3,False,False,-71.07988200114723,3.4218467565798125
NKTX,2022-04-28,5,False,False,-53.50876873554296,-11.014133579932205
VAXX,2022-04-28,3,True,False,-79.577463879196,-22.541528382552382
GE,2022-05-03,3,True,False,-32.127556112190206,-1.86735933471331
CNC,2022-05-03,3,False,False,-9.740484878396405,3.4269588625836604
RILY,2022-05-03,6,True,False,-41.96542700799556,-2.8742203891269416
FISV,2022-05-04,7,False,False,-13.911510041067165,-1.9122289875836715
INSW,2022-05-04,3,False,False,0.0,4.0476151207365865
SFNC,2022-05-05,3,True,False,-22.01879396079639,1.8524138729438704
TPHS,2022-05-05,3,True,False,-54.513892683165885,-3.0732624464749376
CNDT,2022-05-06,3,True,True,-45.006017558394184,-0.6765172606945111
RZLT,2022-05-06,3,False,False,-75.92245178397934,-7.395630885593239
GEG,2022-05-06,3,False,False,-47.202795599659844,19.447425125854327
KYMR,2022-05-09,10,False,False,-72.622263730277,-9.743207926510909
BRSP,2022-05-09,3,True,False,-20.638318037861424,0.3460963616048053
PRM,2022-05-10,5,False,False,-44.350878397623696,17.100704821798278
AREN,2022-05-10,5,False,False,-28.84199164358341,-26.70168896174773
PEPG,2022-05-10,6,False,False,,-3.7961768480193054
CMPX,2022-05-10,5,True,False,-70.34358185401007,29.18779283811819
OPK,2022-05-11,3,True,False,-47.76699014743342,2.265217715006617
HNVR,2022-05-11,12,True,True,,-0.0169671259310797
QRHC,2022-05-11,9,False,False,-36.4690762509294,3.3743919477611097
JYNT,2022-05-11,3,False,False,-84.51071727256478,-1.184822889274595
DBD,2022-05-12,4,True,True,,0.1601490184372016
NSIT,2022-05-12,7,False,False,-11.812812030442155,1.8749275472903897
TCRX,2022-05-12,6,False,True,-84.42136516360608,25.54183476131616
RAPT,2022-05-12,15,False,True,,-4.859291338723386
CMP,2022-05-12,3,True,True,-44.352425755402216,5.389850005047609
GTLB,2022-05-12,4,False,False,-71.08038121788636,-9.319029795311614
BW,2022-05-13,4,True,True,-37.20238123395997,-7.152364558950984
AFCG,2022-05-13,4,True,True,-25.15117273053753,3.3823028999450897
KBNT,2022-05-13,3,False,False,-83.11036810632416,-5.642483331840802
FLL,2022-05-13,3,True,False,-45.02024492208982,-4.787628263485164
TAKAX,2022-05-13,11,False,False,-3.131992121820526,1.4609724882610315
CGEM,2022-05-16,10,False,False,-67.86769073148002,-4.179031694557928
KD,2022-05-16,3,True,True,-70.11042869895515,2.33806286207441
EYE,2022-05-16,5,True,True,-60.44649462488867,0.4394097455869068
CODI,2022-05-16,4,False,False,-29.102634430021535,-1.9165093449979147
PHAT,2022-05-16,3,True,True,-77.94236642934997,-12.685463029740395
PRPL,2022-05-16,6,False,False,-84.82972099188707,13.361028721064672
AHCO,2022-05-16,4,False,False,-44.74916164371607,5.47883422666744
JXN,2022-05-17,4,True,False,-26.33719543269699,-4.538138575382989
SNCR,2022-05-17,4,False,False,,-8.798287366558654
BRT,2022-05-18,3,True,False,-19.480003009696688,6.580210876118132
KOD,2022-05-18,6,False,False,-95.33037610437395,-2.478103339568593
TRDA,2022-05-18,4,False,False,-82.71428516932896,0.4199756706878554
RPID,2022-05-19,10,True,False,-82.98387129026447,12.840291555544113
LIQT,2022-05-19,4,True,True,-92.90161878204029,-0.5760343243354922
LQDA,2022-05-19,3,True,False,-23.443707764386623,-34.42154980640608
RPTX,2022-05-20,10,False,False,,-8.805092141326552
EWTX,2022-05-20,4,False,False,-74.96561131737252,-21.12673643782061
AVAH,2022-05-20,3,True,True,-77.65709823326104,-2.970385738557418
AOMR,2022-05-24,4,False,True,-17.207631469891115,-8.745686303283456
CTLP,2022-05-25,4,False,False,-60.313725938983985,6.181350970707742
FTDR,2022-05-27,3,False,False,-53.18435934362486,-2.755448555888315
WHLM,2022-05-31,5,False,False,-28.233437204609167,-0.4121822772776224
AVDL,2022-05-31,3,True,True,,3.081828153565196
GBTG,2022-06-01,4,False,False,,9.11640089591626
DOCS,2022-06-01,3,True,False,-65.17349544363898,-2.8112370585291977
EVLO,2022-06-01,10,False,False,-84.93975903614458,-6.01239705356768
IOVA,2022-06-02,4,True,False,-76.11292035794094,11.00640057795956
KFS,2022-06-10,7,True,True,-9.012131414998981,3.72691984294892
TUSK,2022-06-10,4,False,False,-48.77049300466225,-3.178900903465226
CWH,2022-06-13,5,False,False,-40.88474637046604,-10.770025558802711
FISV,2022-06-14,7,False,False,-24.53194615982873,-1.4647826715997303
PCOR,2022-06-14,7,False,False,-59.410988286711984,2.832361027065035
OLMA,2022-06-14,10,False,False,-89.02637581886809,7.041446577784897
MMS,2022-06-15,3,True,False,-33.373400727247116,0.5718847601641674
IVZ,2022-06-15,3,False,False,-41.01160021178728,0.9510517229909614
ANTX,2022-06-15,5,False,False,-51.434641383993274,-15.93265492114367
DSGR,2022-06-17,10,False,False,-3.896801444263376,0.7230028416710361
RMAX,2022-06-21,3,False,False,-33.13822022531694,2.700245907357688
VAXX,2022-06-21,3,True,False,-88.67822308871466,-14.043183759616614
WVE,2022-06-21,4,False,False,-71.34909699046783,8.762733627370137
GROV,2022-06-21,5,False,False,-31.499999999999993,-40.13358463062644
DAWN,2022-06-21,4,False,False,-41.65472467402066,5.261120871664014
ACLX,2022-06-23,8,False,False,-31.191161457411088,4.125648182831517
NNBR,2022-06-24,5,True,True,-64.33377985743532,-12.897270107545644
BATRA,2022-06-28,4,False,False,-21.996242117266853,4.394096048750116
ALTG,2022-06-28,3,True,False,-45.32078851823687,0.4584703522694014
SFBC,2022-06-29,6,False,False,-20.522930596565704,-5.03556090645513
APLT,2022-06-29,3,False,False,,-3.1541593420170893
CAMP,2022-06-30,3,True,False,,0.8280395074389028
RSVR,2022-07-01,11,False,True,-37.76015743470875,-1.2021962169445612
VRCA,2022-07-05,5,True,False,-82.09169132738998,25.173592331103723
NDLS,2022-07-05,5,False,False,-62.41509419567179,-8.58421802448663
MCRB,2022-07-07,4,False,False,-83.38028097376578,-7.35504493586571
PFBX,2022-07-11,5,False,False,-16.148052195296934,-0.2941163326599825
SHAK,2022-07-13,4,False,False,-59.303664458269466,3.7487198990830577
CLIR,2022-07-13,5,False,False,-73.24262902716566,-6.156295881427343
WHLM,2022-07-25,5,False,False,-25.70978036610263,-3.361677791896625
GEG,2022-07-26,7,False,False,-21.031745055605455,-5.506317384019379
ANTX,2022-07-28,5,False,False,-55.52603601868837,1.5736284336349662
ACXP,2022-07-29,3,True,False,-38.275863384378376,4.719025309647432
LXRX,2022-08-01,13,False,False,-61.52597493075024,-1.9773833733406705
ALDX,2022-08-01,3,True,False,-48.167002945319304,26.45142079882627
MAIA,2022-08-02,3,True,True,,-19.587839960260997
WCC,2022-08-08,5,False,False,-7.429815123993711,3.105431202411157
HLLY,2022-08-08,6,False,False,-57.2314060442983,0.2667335965804964
ECVT,2022-08-08,7,False,False,-34.67447233106379,4.675771325769177
BFH,2022-08-09,5,True,True,-53.77872084169822,-0.0465724280280404
ARQT,2022-08-09,5,False,False,-3.006639747803974,-1.386801094291313
QTRX,2022-08-10,3,True,True,-85.11563089993759,-5.227514199288911
JANL,2022-08-12,6,False,True,-12.5,-1.8468939799186448
INTA,2022-08-12,4,False,False,-58.426966452665795,-9.416777244305674
CRGY,2022-08-15,3,True,True,-15.243482719153034,9.21980256784034
TMC,2022-08-16,3,True,False,-91.40562193699147,-14.803641955040105
TERN,2022-08-16,6,False,False,-63.001485847253534,-7.9037150347344065
NSIT,2022-08-17,7,False,False,-14.466156616872128,0.1162425428696587
INAB,2022-08-17,12,True,True,-78.16979044708981,10.102961917471786
KTTA,2022-08-18,4,False,False,-76.60714217594692,-6.493086639805791
VRDN,2022-08-19,5,False,False,-7.529412063897823,3.122543863247948
TELA,2022-08-19,5,False,False,-40.567376682812395,3.509459066772322
ENDI,2022-08-22,3,True,True,-44.66800571245183,-3.0973345431437505
FXLV,2022-08-22,10,False,False,-86.80171900224948,10.476875242112571
OPRX,2022-08-23,3,True,True,-84.20408209975885,-0.1580344900485344
KYMR,2022-08-23,10,False,False,-51.365141932367806,-14.208442792961891
BATRA,2022-08-25,4,False,False,-8.917392227040855,1.664654526068151
NATR,2022-08-29,8,False,False,-48.717949357749525,-1.061059998613124
SCOR,2022-08-31,3,False,False,-47.0873814724046,-6.171364671336602
TAKAX,2022-09-02,11,False,False,-5.145426699567213,-4.935852225362427
NYC,2022-09-06,6,False,False,-69.65098704565887,3.404264779134402
LQDA,2022-09-07,3,True,True,-30.98927622260417,-1.819007094803421
PVH,2022-09-07,3,True,True,-54.10832640206918,-2.702873875326972
NDLS,2022-09-07,5,False,False,-63.39622713484854,2.478840904838469
ELAN,2022-09-09,4,True,False,-55.99882683232755,-0.7297058065811939
CMRA,2022-09-12,3,False,True,-78.19209192816558,-46.65789415458347
BRN,2022-09-13,3,False,False,-39.22933421335371,-0.6026372762744798
FRSH,2022-09-13,5,False,False,-71.3233833882346,-5.943459576957557
VVX,2022-09-14,6,False,False,-23.666155253964128,-3.9733704393841074
EWTX,2022-09-16,5,False,False,-57.25122718011823,7.656015798072831
LNKB,2022-09-16,7,True,False,-47.67423349982904,5.83439232567914
XOMA,2022-09-16,10,False,False,-39.20972769684018,-2.607232547896353
PLPC,2022-09-16,3,False,False,-9.870130588144232,-1.0489117463469917
RUM,2022-09-20,4,False,False,-23.914334514013568,-0.3995005811663734
JYNT,2022-09-20,3,False,False,-84.17625974092167,-0.3311109809363488
TLSS,2022-09-20,4,True,True,-76.68918946555866,-7.056892169360714
BRT,2022-09-20,3,True,False,-15.700180634680116,-6.943894681772886
BRZE,2022-09-20,8,False,False,-62.31945819633212,-0.6810804500750658
MBIN,2022-09-23,6,True,False,-28.130816780276856,-1.9979037441305203
MAC,2022-09-26,3,True,True,-63.714674149267566,3.509583978824276
GEG,2022-09-27,3,False,False,-20.63492003421874,0.9920634169124528
RMAX,2022-09-28,3,False,False,-40.5906874692168,-0.8354183997023412
CCO,2022-09-28,14,False,False,-65.33666068935666,13.324521797690888
WCC,2022-09-29,5,False,False,-19.1786569601047,2.7606289046055146
SPG,2022-10-04,3,False,False,-40.56303999534325,4.139457725376659
TACT,2022-10-05,3,False,False,-73.64864834387691,-0.8442889962842219
TNGX,2022-10-06,3,False,False,-71.23862740037791,15.91358340475967
SNX,2022-10-06,4,False,False,-25.43592733746628,2.435868570358433
SRRK,2022-10-07,8,False,False,-77.99886383179071,-7.210178333551182
DUOT,2022-10-07,3,False,False,-49.2877499650693,-0.7060319223242685
INBX,2022-10-12,8,False,False,,37.17053125189157
CMPO,2022-10-12,4,False,False,,-2.766797429241596
PLAY,2022-10-13,16,False,True,-32.63875168369089,4.229830332472092
REPX,2022-10-17,3,False,False,-29.818697940380943,5.480819368402187
AZZ,2022-10-17,3,False,True,-37.56979337175726,-5.558483205159302
IMRA,2022-10-19,4,False,False,,6.921597337329239
MIST,2022-10-21,4,False,False,-46.210524910374694,-2.284558978325042
HRTG,2022-10-25,6,False,False,-80.58388817223839,18.65594642613748
FFIN,2022-10-26,3,True,False,-31.35291479134207,1.398822710757721
PRME,2022-10-26,17,False,False,,18.743666453320365
MBLY,2022-10-31,7,True,False,,1.1498591096949489
APPN,2022-11-03,5,False,False,-54.30892546924946,-1.4383065990975563
CLNN,2022-11-03,5,False,False,-80.26534034976156,-21.99024401113928
XSPIX,2022-11-03,6,False,False,,3.397282453299153
CRCT,2022-11-03,5,False,False,-70.10000251302058,21.405941088001168
ALGN,2022-11-03,3,True,False,-75.27073823505376,3.7213637619422455
LYB,2022-11-03,5,False,False,-29.791452903307004,-4.514516714969093
SSP,2022-11-07,10,False,False,-42.42553354559473,20.61389742102517
NUVL,2022-11-07,9,False,False,-13.02156185311183,-8.378931379615508
VRNS,2022-11-07,3,True,True,-74.36650210185572,7.59918654720627
B,2022-11-08,3,True,True,-37.582696387191994,-2.276559264092642
GEG,2022-11-08,3,False,False,-20.63492003421874,-3.0110940404342506
NSA,2022-11-08,4,True,False,-44.1351675174304,-1.7810176435122915
GTLB,2022-11-08,4,False,False,-72.14280306794868,32.70573480947816
KD,2022-11-09,3,True,True,-57.88732118158193,1.659297339704246
HASI,2022-11-09,3,True,True,-53.11417180981681,-3.464606283222753
RAIN,2022-11-10,11,False,False,,-36.44602174732455
CMPX,2022-11-10,4,True,False,-4.000001795151653,1.7456438696914889
ROIV,2022-11-14,3,False,False,-60.872782672020406,-11.837202809079368
RPAY,2022-11-14,3,True,True,-63.13725430614349,-5.04838079136924
AIRS,2022-11-15,3,True,True,-82.08093972844168,-13.0571396395734
CGTX,2022-11-16,19,True,False,-87.30305829831445,41.95496026789894
SST,2022-11-16,3,False,True,-81.12644635502768,-10.904054970278898
LSAK,2022-11-17,3,False,False,-33.16582663717891,3.964753468228226
GOCO,2022-11-17,10,False,False,-84.91484252663032,29.03598533288499
CRSR,2022-11-17,6,False,False,-32.46596818102617,-3.0570724610554105
ONEW,2022-11-21,6,False,False,-47.990817697892496,-1.3337399436923818
BRT,2022-11-21,3,True,False,-18.724608323474857,-1.0102898217605978
ACRV,2022-11-21,10,False,False,,0.928385124946703
CRVW,2022-11-21,4,True,True,-80.00000124176339,1.1678083780234825
BDSX,2022-11-21,5,False,False,-80.9384155693352,-6.940298336842399
VERO,2022-11-22,3,False,False,,-32.73565921195469
TNYA,2022-11-23,7,False,False,-88.71415373494048,-2.045699247032472
RM,2022-11-29,7,False,False,-49.000627801437815,5.401354830289469
LFCR,2022-11-29,8,False,False,-27.326069953807952,-2.125634754548724
BKTI,2022-11-30,4,False,False,-6.584793365317532,-1.3369893636222892
HLMN,2022-11-30,3,True,True,-35.65076708335631,-3.144469564368728
CTM,2022-12-02,5,True,True,-34.35374455833933,15.372232367541187
SLRC,2022-12-05,3,False,False,-14.164530941003184,-0.2189511935422163
DMAC,2022-12-06,4,False,False,-63.589745580483815,0.9965981069734324
ERNA,2022-12-06,3,False,False,-96.24579124579125,-10.806119030205789
FRSH,2022-12-07,5,False,False,-52.42784425828493,1.0170097934835485
BRCC,2022-12-09,6,False,False,-81.57656359956256,13.554104086792885
PLAY,2022-12-12,19,False,True,-28.27088890701165,-2.050182340113702
IMRA,2022-12-12,4,False,False,,6.921597337329239
INAB,2022-12-13,15,False,False,-66.81957212706044,-5.665681321178695
HLF,2022-12-13,3,True,False,-71.57338185345695,4.211036468277805
REFI,2022-12-13,3,True,False,-14.603993006236415,4.095525952916785
TRIN,2022-12-13,3,True,True,-40.83988878556741,11.20976287884046
DYN,2022-12-14,10,False,False,-9.030981401905013,-1.1278282692920694
WLDN,2022-12-14,3,False,False,-59.50875473972901,5.143648778200663
UTI,2022-12-16,5,False,False,-40.602187899421814,-3.1414365012434486
FULC,2022-12-16,4,False,False,-77.70833373069763,2.716339166977441
NRG,2022-12-16,5,True,False,-32.572128817206,0.4126193896628251
DCTH,2022-12-16,3,True,False,-56.094673113730906,-3.733459221762761
FBK,2022-12-19,3,False,False,-24.21291990395733,0.8269505385249634
DSGN,2022-12-20,5,True,False,-68.47868394285443,14.96306429290098
NXPL,2022-12-20,4,True,False,-56.896550104171304,-24.605550727684477
TCX,2022-12-20,4,False,False,-62.05994419145207,1.60332661908882
HYPR,2022-12-20,5,True,False,-93.03113578505648,10.072719021963492
ATXS,2022-12-21,4,False,False,,-7.027415835669979
SKIL,2022-12-21,4,True,True,-86.5828092389887,-5.823938405273751
CRMT,2022-12-22,3,False,False,-46.76029254454372,0.3750769762548213
RMAX,2022-12-22,3,False,False,-40.22257813983907,0.1790343509483161
GRPN,2022-12-22,3,False,False,-76.35887500409075,18.14461051034878
TERN,2022-12-23,6,False,False,-7.821227085842941,-1.5276538726819624
HROW,2022-12-23,3,True,True,0.0,6.559566569034394
NDLS,2022-12-23,5,False,False,-45.22293199978213,2.370205084367657
AQMS,2022-12-28,4,False,False,-50.314465408805034,16.36495333317428
LSAK,2022-12-29,3,False,False,-27.30317746881249,-5.653210030437647
BATRA,2022-12-29,4,False,False,-2.9028423902831,4.33835331292566
GTLB,2022-12-29,4,False,False,-48.49232010480177,-16.24410855565931
CHPT,2022-12-29,3,False,False,-55.98831343128574,-6.9338427060881855
STAA,2022-12-29,3,False,False,-57.062198367810105,22.21441535791525
GEG,2022-12-30,3,False,False,-19.84126999144531,7.156093196736448
IMRA,2023-01-03,4,False,False,,6.921597337329239
CODI,2023-01-03,8,False,False,-32.684588201918565,6.450704413515611
CMRA,2023-01-04,3,False,False,-85.42372987289299,22.78668469123557
FULC,2023-01-04,4,False,False,-65.50000111262004,39.509374066240106
LFHAX,2023-01-04,5,True,False,,1.8988248029814512
SRRK,2023-01-05,8,False,False,-59.74304297660742,26.87846847412348
ALTI,2023-01-05,3,False,False,-26.67277624300216,5.711797848721462
XOMA,2023-01-05,10,False,False,-26.274908903330598,-3.510479145887545
GEG,2023-01-06,4,False,False,-13.888885209589796,2.039371671530858
HOWL,2023-01-06,4,False,False,-79.69314065439616,54.9490691726866
BTMD,2023-01-09,3,False,True,-66.70311154141204,2.1591516760221987
APPN,2023-01-11,5,False,False,-50.88641853099304,7.659494970326932
KYMR,2023-01-11,10,False,False,-41.083744594029014,0.8451805541235933
SNDA,2023-01-13,5,False,False,-56.148821409108685,-0.9804537270509754
CCO,2023-01-13,14,False,False,-64.8379080762654,26.348653303967584
TNYA,2023-01-17,7,False,False,-83.41013791612676,25.55295304863058
ISRL,2023-01-18,3,False,False,,-1.9734335468104265
WLDN,2023-01-24,3,False,False,-44.821423340816644,3.662224073470648
JSPR,2023-01-27,13,False,False,-68.64864933598149,6.723425128182177
SODI,2023-01-27,4,False,False,-20.00000293438251,-5.234507543984737
TFIN,2023-01-30,5,False,False,-45.66968325002346,12.346498835220284
WGS,2023-01-31,4,False,False,-88.63636377685572,18.411859494036868
RYES,2023-01-31,3,True,False,-20.270274841846327,-10.904728839935304
GREE,2023-01-31,4,False,False,-93.51351380808472,-15.022154185909995
NEE,2023-02-06,3,False,True,-16.42608167460985,-0.0361808206849864
VERA,2023-02-06,13,False,True,-71.07883950262996,5.905521022559186
ONEW,2023-02-07,8,False,False,-44.79010729479346,1.6452414532461044
IVFH,2023-02-08,6,False,False,-3.8961002769990483,11.061109013857465
RILY,2023-02-08,3,True,False,-41.68894829633138,12.473935640808062
UTRS,2023-02-09,6,False,False,-92.62589924972588,-12.17367919965314
FBIO,2023-02-10,3,True,True,-60.41666694261411,2.777775026008837
FRSH,2023-02-10,4,False,False,-28.577878251566634,0.0342414531772559
ASPS,2023-02-10,6,True,True,-68.20011268602957,3.2871991767395468
PRPL,2023-02-13,6,False,False,-43.57682581815988,-5.355566551144735
HRTG,2023-02-13,6,False,False,-73.18062283474285,2.4026813066871204
MLYS,2023-02-14,11,False,True,,3.5632551734326854
NSIT,2023-02-14,7,False,False,-0.12647510821878205,5.621492788877605
FIS,2023-02-15,3,True,False,-35.4078973000037,-2.44252328603203
IRON,2023-02-15,9,False,False,-60.91954246183893,8.278761086650064
NUVB,2023-02-19,6,False,False,-63.24786101851277,-3.057284745481777
LNKB,2023-02-21,4,False,False,-31.414262112599978,2.150950720513298
RMAX,2023-02-24,3,False,False,-35.03197861023728,-0.6580193315133179
PHGE,2023-02-27,4,False,False,-82.17821685737636,18.875768051904444
DLHC,2023-02-28,8,False,False,-34.54825308206201,2.238271183556896
GEG,2023-03-01,3,False,False,-10.31746001710937,2.902798431464277
TTI,2023-03-08,3,True,True,-40.66317479843228,-16.483609144298928
PFBX,2023-03-08,5,False,False,-19.047753829116367,1.665297039187983
TLYS,2023-03-10,3,False,False,-23.481782841989972,-1.8568889250056668
SWX,2023-03-10,3,False,False,-35.298944693631626,-1.138084692096628
GTLB,2023-03-13,4,False,False,-36.231059597852166,5.846517899857871
AESI,2023-03-13,3,False,False,,-3.9671588767325834
CFR,2023-03-13,4,True,False,-33.75452285196863,-6.985302090182315
HTLD,2023-03-13,4,True,False,-10.532278765544634,-2.52681461085694
VLY,2023-03-14,4,True,False,-27.647179900332652,-0.5034506125660534
SCHW,2023-03-14,6,True,True,-37.776623007508945,-2.999229721854907
HASI,2023-03-16,3,True,True,-49.037277410257865,5.3822406345852825
NDLS,2023-03-17,5,False,False,-27.575753350341003,-3.4210892744192973
WEST,2023-03-17,3,True,False,-18.169301019722685,1.0728407315688009
PDM,2023-03-20,3,False,True,-56.86365509451357,-7.159003644366539
CODI,2023-03-20,4,False,False,-26.0220562427819,1.9018524946870272
PLBY,2023-03-21,5,False,False,-86.8146212717683,-1.9157057029969728
CTM,2023-03-21,6,False,False,-38.7640420843624,9.6868652731073
BRT,2023-03-21,3,True,False,-23.575858295088604,2.6126389544066853
UEC,2023-03-24,3,True,False,-58.256880198819225,-1.1258866916561807
MONIX,2023-03-24,5,False,False,-0.4926031327010971,-3.4504092473369528
CQP,2023-03-27,14,False,False,-24.632586124370647,-3.008775716922396
UTI,2023-03-28,5,False,False,-38.32116600955084,6.3275248228748895
LSAK,2023-03-28,3,False,False,-30.485758103616156,-7.719053492181073
ACDC,2023-03-28,3,True,False,-51.78849164240891,3.776141170241144
ATAI,2023-03-29,3,False,False,-70.22471932687026,4.033939738219273
BMEA,2023-03-30,4,False,False,-1.2364690264255351,-16.10722278729756
DOMO,2023-03-31,3,True,False,-75.17928977634409,3.309013347766039
SPG,2023-03-31,3,False,False,-13.768678001401213,-2.217972771170392
AREN,2023-03-31,6,True,False,-73.06717318175914,-3.447523266305575
NNBR,2023-03-31,5,False,False,-69.34097279288783,3.210682446158485
FOA,2023-03-31,32,False,False,-60.634921845935644,60.00347635865504
CWEN,2023-03-31,11,False,False,-22.253862254901403,2.474491709380199
APPN,2023-04-03,6,False,False,-32.29455731139117,-5.305116034747
BRN,2023-04-03,3,True,False,-12.336724507704522,2.156869519200024
ALTG,2023-04-04,5,False,False,-29.003022119636977,3.969725891018335
SFBC,2023-04-05,6,False,False,-17.056423123948296,2.505974312686469
PIII,2023-04-06,5,False,False,-87.5776397515528,19.89245622835906
BTTX,2023-04-10,5,False,False,-47.29241703248569,3.447632720280069
REPX,2023-04-19,3,False,False,-3.049319785203608,-4.482338150167277
NDLS,2023-04-24,5,False,False,-27.87878336875775,4.789862756255207
TMQ,2023-04-25,6,False,False,-47.70642427591022,-4.992345452738148
FBSPX,2023-04-28,3,False,False,-0.1499098844308988,0.4960820321090861
SRRK,2023-04-28,8,False,False,-49.68553489769406,18.41084231040608
SFNC,2023-05-01,3,True,False,-34.20221014029481,-0.2692840703392697
TRNR,2023-05-02,6,False,False,,-40.39824316537594
GTLB,2023-05-03,4,False,False,-59.651131929833134,11.28082525776405
ADT,2023-05-04,4,True,True,-47.71457251126199,4.808698805257438
HTLD,2023-05-04,5,True,False,-15.12121166230942,0.5878493997155879
EWBC,2023-05-04,3,True,True,-47.74412848591988,-0.7609380644441692
MGTX,2023-05-05,3,False,False,-45.33333248562283,-1.5921229796082776
CMCT,2023-05-08,4,False,False,-42.37509025371485,19.49381697292166
FDMT,2023-05-09,8,False,False,-31.932440899908997,1.989545419578313
USCB,2023-05-09,3,False,True,-38.873807686619166,1.0655104670822824
PZG,2023-05-10,3,False,False,-42.38532094037972,-3.03232904326809
LSAK,2023-05-12,3,True,False,-40.368508075521106,1.506275898193402
INBK,2023-05-12,3,True,False,-73.55333280723642,2.4878276884222164
BW,2023-05-12,4,True,True,-36.01398811263849,1.1871411418138724
NSPR,2023-05-12,4,False,False,-35.84070558396358,-3.532228385708967
RBA,2023-05-15,3,True,False,-24.164165925588133,6.034228964181399
PIII,2023-05-15,6,True,True,-51.9047619047619,25.0211499424902
AVD,2023-05-16,3,False,False,-35.32837954074205,3.165401778989249
AREN,2023-05-16,5,False,False,-77.6932823796459,11.100765030398303
SLQT,2023-05-16,5,True,False,-58.49056525969968,-1.3297256264693027
BLFS,2023-05-16,4,False,False,-24.194759577640156,1.8256464955723184
OUST,2023-05-16,3,True,False,-77.66283586782936,13.279819168767276
FSTR,2023-05-17,5,False,False,-29.785897114756864,5.527330807876662
LAB,2023-05-17,7,False,True,-24.999995415027154,16.553543727718047
GEG,2023-05-18,8,False,False,-21.42857007699217,1.433787683008471
ACDC,2023-05-18,4,True,False,-55.28771264768697,0.7788558372321932
SLNO,2023-05-19,3,False,False,0.0,-0.6731989979933988
PRLD,2023-05-22,4,True,True,-37.98185964335607,4.767840350038569
SWX,2023-05-22,3,False,False,-36.08153322080414,0.1311019223104939
ACAD,2023-05-22,6,False,False,0.0,-8.32269140019879
BRN,2023-05-25,3,False,False,-17.075929255764866,3.402142198072585
RM,2023-05-25,8,False,False,-46.34731166318339,5.823590398050025
ANNX,2023-05-25,4,False,False,-71.84986737407313,2.680532987206462
AUID,2023-05-26,3,True,False,-80.95100841782478,-13.039320262759752
RAIN,2023-05-30,3,False,False,,-36.44602174732455
SBIG,2023-05-31,3,True,True,-93.78757481756917,63.2143349330568
LYRA,2023-05-31,12,False,False,-61.06060606060606,7.026826834096609
ZD,2023-05-31,3,True,True,-36.869115659977325,10.103841944250574
LXRX,2023-06-05,10,False,False,-27.22063166440556,-1.72395715755938
AAP,2023-06-07,3,False,False,-67.77865762259606,6.557830040920866
GME,2023-06-09,4,False,False,-47.80207156055882,-0.6111053699504427
BNKL,2023-06-09,3,False,False,-39.99999761581421,1.218939193721036
DAWN,2023-06-09,4,False,False,-51.14791233977769,3.980817105916544
JYNT,2023-06-12,3,False,False,-41.6187551838377,1.7783080245506715
BKTI,2023-06-12,4,True,True,-16.14396490400202,-0.4909823285144139
RMAX,2023-06-13,3,False,False,-28.802652503064905,-4.611458499771913
SFBC,2023-06-14,6,False,False,-21.010774046536753,-0.7817912563214562
CLNN,2023-06-16,4,False,False,-82.40165603671903,-18.68703852462304
UTI,2023-06-21,5,False,False,-21.445785167515186,-0.1240350692614385
AZTR,2023-06-21,18,False,False,,-15.914552657963071
CAPIX,2023-06-22,6,False,True,,-1.1310921054023078
MPAA,2023-06-23,3,False,False,-64.76814658589404,8.462592077717465
DMAC,2023-06-23,6,True,True,0.0,-4.562480620782673
ACET,2023-06-27,10,False,False,-89.98589530512466,18.152476997250197
AENT,2023-06-30,4,True,False,-68.5714290255592,-11.750531348632702
KGS,2023-07-03,3,False,False,,5.902845468833332
EPSN,2023-07-06,4,True,False,-27.516853788841555,9.297565548449416
EVLO,2023-07-11,8,False,False,-94.38538194085584,60.77448698752555
APGE,2023-07-13,7,False,False,,-4.507928150745118
SVRA,2023-07-17,13,False,False,-3.086416800562486,5.536258390478529
MLKN,2023-07-18,3,False,False,-45.97667558175469,7.170106748578354
RMCF,2023-07-18,7,True,False,-21.15655807782305,0.290925097277807
SGMT,2023-07-18,7,False,False,,-0.2396254676553893
HPK,2023-07-19,8,True,True,-56.83843732769331,5.076679435475917
JANX,2023-07-19,5,False,False,-42.863574500302114,5.037415070575041
ABOS,2023-07-21,5,False,False,-29.38930898284806,6.096902874571939
SYM,2023-07-23,8,False,False,-16.129034620866868,2.3545016592925694
RILY,2023-07-25,3,True,False,-1.400751805567968,-8.127716271985854
BTTX,2023-07-27,4,True,False,-77.6245496083652,18.6877253227388
CMRA,2023-07-31,3,False,False,-84.70436985695437,-6.562724152575716
ADC,2023-08-02,3,True,False,-18.17375810808989,0.2078518110505974
WLDN,2023-08-03,3,False,False,-31.099011838930736,-1.7593473595075872
EXFY,2023-08-04,4,False,False,-75.51440330833164,-21.38590830852615
WEST,2023-08-07,10,False,False,-25.602198084788274,0.1426325714410839
RBOT,2023-08-07,8,False,False,-82.44725765109716,5.154020905448096
ZBRA,2023-08-07,3,True,False,-28.957387274010227,4.155559475295071
LOCO,2023-08-07,3,False,False,-17.082680440838573,-4.880622887656845
ONEW,2023-08-08,6,False,False,-37.63090883006958,0.2730327832548731
